167,"The French Connection",1971.0,"USA",104.0,"English","R","",1800000.0
168,"The Night Visitor",1971.0,"USA",106.0,"English","GP","",""
169,"Willy Wonka & the Chocolate Factory",1971.0,"USA",89.0,"English","G","",3000000.0
170,"1776",1972.0,"USA",168.0,"English","PG","",4000000.0
171,"Conquest of the Planet of the Apes",1972.0,"USA",88.0,"English","PG","",1700000.0
172,"Cries & Whispers",1972.0,"Sweden",91.0,"Swedish","R","",400000.0
173,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask",1972.0,"USA",88.0,"English","R","",2000000.0
174,"Frenzy",1972.0,"UK",116.0,"English","R","",2000000.0
175,"Pink Flamingos",1972.0,"USA",108.0,"English","NC-17",180483.0,10000.0
176,"Silent Running",1972.0,"USA",89.0,"English","GP","",1000000.0
177,"Solaris",1972.0,"Soviet Union",115.0,"Russian","PG","",1000000.0
178,"The Godfather",1972.0,"USA",175.0,"English","R",134821952.0,6000000.0
179,"American Graffiti",1973.0,"USA",112.0,"English","PG",115000000.0,777000.0
180,"Battle for the Planet of the Apes",1973.0,"USA",96.0,"English","G","",1800000.0
181,"High Plains Drifter",1973.0,"USA",105.0,"English","R","",5500000.0
182,"Live and Let Die",1973.0,"UK",121.0,"English","PG",35400000.0,7000000.0
183,"Mean Streets",1973.0,"USA",112.0,"English","R",32645.0,500000.0
184,"Pat Garrett & Billy the Kid",1973.0,"USA",106.0,"English","R","",4638783.0
185,"Sleeper",1973.0,"USA",89.0,"English","PG","",2000000.0
186,"The Exorcist",1973.0,"USA",132.0,"English","R",204565000.0,8000000.0
187,"The Sting",1973.0,"USA",129.0,"English","PG",159600000.0,5500000.0
188,"Benji",1974.0,"USA",86.0,"English","G",39552600.0,500000.0
189,"Blazing Saddles",1974.0,"USA",93.0,"English","R",119500000.0,2600000.0
190,"The Conversation",1974.0,"USA",113.0,"English","PG","",1600000.0
191,"The Front Page",1974.0,"USA",105.0,"English","PG","",4000000.0
192,"The Godfather: Part II",1974.0,"USA",220.0,"English","R",57300000.0,13000000.0
193,"The Man with the Golden Gun",1974.0,"UK",125.0,"English","PG",21000000.0,13000000.0
194,"The Texas Chain Saw Massacre",1974.0,"USA",88.0,"English","R",30859000.0,83532.0
195,"The Texas Chain Saw Massacre",1974.0,"USA",88.0,"English","R",30859000.0,83532.0
196,"Young Frankenstein",1974.0,"USA",106.0,"English","PG",86300000.0,2800000.0
197,"Barry Lyndon",1975.0,"UK",184.0,"English","PG","",11000000.0
198,"Death Race 2000",1975.0,"USA",80.0,"English","R","",300000.0
199,"Jaws",1975.0,"USA",130.0,"English","PG",260000000.0,8000000.0
200,"Monty Python and the Holy Grail",1975.0,"UK",91.0,"English","PG",1229197.0,229575.0
201,"One Flew Over the Cuckoo's Nest",1975.0,"USA",133.0,"English","R",112000000.0,4400000.0
202,"The Return of the Pink Panther",1975.0,"UK",113.0,"English","G","",5000000.0
203,"Family Plot",1976.0,"USA",120.0,"English","PG","",4490375.0
204,"Logan's Run",1976.0,"USA",119.0,"English","PG",25000000.0,9000000.0
205,"Network",1976.0,"USA",121.0,"English","R","",3800000.0
206,"Robin and Marian",1976.0,"USA",106.0,"English","PG","",5000000.0
207,"Rocky",1976.0,"USA",145.0,"English","PG",117235247.0,960000.0
208,"Silent Movie",1976.0,"USA",87.0,"","PG","",4400000.0
209,"Taxi Driver",1976.0,"USA",110.0,"English","R","",1300000.0
210,"The Bad News Bears",1976.0,"USA",102.0,"English","PG","",""
211,"The Omen",1976.0,"UK",107.0,"English","R","",2800000.0
212,"The Omen",1976.0,"UK",107.0,"English","R","",2800000.0
213,"A Bridge Too Far",1977.0,"USA",175.0,"English","PG",50800000.0,26000000.0
214,"Annie Hall",1977.0,"USA",93.0,"English","PG",39200000.0,4000000.0
215,"Capricorn One",1977.0,"USA",130.0,"English","PG","",5000000.0
216,"Close Encounters of the Third Kind",1977.0,"USA",135.0,"English","PG",128300000.0,19400870.0
217,"Damnation Alley",1977.0,"USA",91.0,"English","PG","",17000000.0
218,"Eraserhead",1977.0,"USA",89.0,"English","Unrated","",20000.0
219,"Exorcist II: The Heretic",1977.0,"USA",118.0,"English","R","",14000000.0
220,"High Anxiety",1977.0,"USA",94.0,"English","PG","",3400000.0
221,"Julia",1977.0,"USA",117.0,"English","PG","",7840000.0
222,"Kingdom of the Spiders",1977.0,"USA",97.0,"English","PG",17000000.0,500000.0
223,"March or Die",1977.0,"UK",107.0,"English","PG",1000000.0,9000000.0
224,"New York, New York",1977.0,"USA",136.0,"English","PG","",14000000.0
225,"Sorcerer",1977.0,"USA",92.0,"English","PG","",12000000.0
226,"Star Wars: Episode IV - A New Hope",1977.0,"USA",125.0,"English","PG",460935665.0,11000000.0
227,"The Kentucky Fried Movie",1977.0,"USA",83.0,"English","R","",650000.0
228,"The Spy Who Loved Me",1977.0,"UK",123.0,"English","PG",46800000.0,14000000.0
229,"Alien Zone",1978.0,"USA",79.0,"English","PG","",350000.0
230,"Animal House",1978.0,"USA",109.0,"English","R",141600000.0,3000000.0
231,"Caravans",1978.0,"Iran",127.0,"English","PG",1000000.0,14000000.0
232,"Days of Heaven",1978.0,"USA",94.0,"English","PG","",3000000.0
233,"F.I.S.T.",1978.0,"USA",145.0,"English","PG","",11000000.0
234,"Force 10 from Navarone",1978.0,"UK",126.0,"English","PG","",5000000.0
235,"Grease",1978.0,"USA",110.0,"English","PG-13",181360000.0,6000000.0
236,"Halloween",1978.0,"USA",101.0,"English","R",47000000.0,300000.0
237,"Halloween",1978.0,"USA",101.0,"English","R",47000000.0,300000.0
238,"Halloween",1978.0,"USA",101.0,"English","R",47000000.0,300000.0
239,"Jaws 2",1978.0,"USA",131.0,"English","PG",102922376.0,20000000.0
240,"Superman",1978.0,"USA",188.0,"English","PG",134218018.0,55000000.0
241,"The Boys from Brazil",1978.0,"UK",125.0,"English","R","",12000000.0
242,"The Deer Hunter",1978.0,"UK",183.0,"English","R","",15000000.0
243,"The Last Waltz",1978.0,"USA",117.0,"English","PG",321952.0,""
244,"The Wiz",1978.0,"USA",118.0,"English","G",13000000.0,24000000.0
245,"1941",1979.0,"USA",142.0,"English","PG","",35000000.0
246,"Alien",1979.0,"UK",116.0,"English","R",78900000.0,11000000.0
247,"All That Jazz",1979.0,"USA",123.0,"English","R","",""
248,"Apocalypse Now",1979.0,"USA",289.0,"English","R",78800000.0,31500000.0
249,"Escape from Alcatraz",1979.0,"USA",112.0,"English","PG",36500000.0,8000000.0
250,"Mad Max",1979.0,"Australia",93.0,"English","R","",200000.0
251,"Meteor",1979.0,"USA",108.0,"English","PG","",16000000.0
252,"Moonraker",1979.0,"UK",126.0,"English","PG",62700000.0,34000000.0
253,"Penitentiary",1979.0,"USA",99.0,"English","R","",100000.0
254,"Prophecy",1979.0,"USA",102.0,"English","PG","",12000000.0
255,"Star Trek: The Motion Picture",1979.0,"USA",143.0,"English","PG",82300000.0,35000000.0
256,"The Black Hole",1979.0,"USA",98.0,"English","PG","",20000000.0
257,"The Black Stallion",1979.0,"USA",118.0,"English","G","",2700000.0
258,"The Great Train Robbery",1979.0,"UK",110.0,"English","PG","",6000000.0
259,"The Muppet Movie",1979.0,"UK",95.0,"English","G",76657000.0,""
260,"The Rose",1979.0,"USA",125.0,"English","R",29200000.0,8500000.0
261,"Airplane!",1980.0,"USA",88.0,"English","PG",83400000.0,3500000.0
262,"Caddyshack",1980.0,"USA",98.0,"English","R",39800000.0,6000000.0
263,"Can't Stop the Music",1980.0,"USA",124.0,"English","PG",2000000.0,20000000.0
264,"Coal Miner's Daughter",1980.0,"USA",124.0,"English","PG",79900000.0,""
265,"Dressed to Kill",1980.0,"USA",104.0,"English","X",31899000.0,6500000.0
266,"Flash Gordon",1980.0,"UK",111.0,"English","PG","",20000000.0
267,"Galaxina",1980.0,"USA",95.0,"English","R","",""
268,"Heaven's Gate",1980.0,"USA",325.0,"English","R",1500000.0,44000000.0
269,"Lion of the Desert",1980.0,"Libya",156.0,"English","PG","",35000000.0
270,"Ordinary People",1980.0,"USA",124.0,"English","R",54800000.0,6000000.0
271,"Out of the Blue",1980.0,"Canada",94.0,"English","R","",2200000.0
272,"Private Benjamin",1980.0,"USA",109.0,"English","R",69800000.0,10000000.0
273,"Raging Bull",1980.0,"USA",121.0,"English","R",45250.0,18000000.0
274,"Raise the Titanic",1980.0,"UK",119.0,"English","PG",7000000.0,36000000.0
275,"Somewhere in Time",1980.0,"USA",103.0,"English","PG","",5100000.0
276,"Star Wars: Episode V - The Empire Strikes Back",1980.0,"USA",127.0,"English","PG",290158751.0,18000000.0
277,"Superman II",1980.0,"USA",116.0,"English","PG",108200000.0,54000000.0
278,"The Blue Lagoon",1980.0,"USA",104.0,"English","R","",4500000.0
279,"The Blues Brothers",1980.0,"USA",148.0,"English","R",54200000.0,27000000.0
280,"The Elephant Man",1980.0,"USA",124.0,"English","PG","",5000000.0
281,"The Fog",1980.0,"USA",89.0,"English","R",21378000.0,1000000.0
282,"The Fog",1980.0,"USA",89.0,"English","R",21378000.0,1000000.0
283,"The Long Riders",1980.0,"USA",100.0,"English","R","",10000000.0
284,"The Shining",1980.0,"USA",146.0,"English","R","",19000000.0
285,"Blow Out",1981.0,"USA",107.0,"English","R","",18000000.0
286,"Chariots of Fire",1981.0,"UK",125.0,"English","PG",58800000.0,5500000.0
287,"Das Boot",1981.0,"West Germany",293.0,"German","R",11433134.0,14000000.0
288,"Dragonslayer",1981.0,"USA",108.0,"English","PG",6000000.0,18000000.0
289,"Escape from New York",1981.0,"UK",106.0,"English","R",25244700.0,6000000.0
290,"For Your Eyes Only",1981.0,"UK",127.0,"English","PG",62300000.0,28000000.0
291,"Friday the 13th Part 2",1981.0,"USA",87.0,"English","R",19100000.0,1250000.0
292,"Graduation Day",1981.0,"USA",96.0,"English","R","",250000.0
293,"Heartbeeps",1981.0,"USA",78.0,"English","PG","",10000000.0
294,"Heavy Metal",1981.0,"Canada",90.0,"English","R","",9300000.0
295,"History of the World: Part I",1981.0,"USA",92.0,"English","R","",11000000.0
296,"History of the World: Part I",1981.0,"USA",92.0,"English","R","",11000000.0
297,"Inchon",1981.0,"South Korea",140.0,"English","PG","",48000000.0
298,"Mad Max 2: The Road Warrior",1981.0,"Australia",87.0,"English","R",9003011.0,2000000.0
299,"Modern Problems",1981.0,"USA",93.0,"English","PG","",8000000.0
300,"Mommie Dearest",1981.0,"USA",129.0,"English","R","",5000000.0
301,"Nighthawks",1981.0,"USA",99.0,"English","R","",5000000.0
302,"Porky's",1981.0,"Canada",94.0,"English","R",105500000.0,4000000.0
303,"Quest for Fire",1981.0,"Canada",100.0,"None","R","",12500000.0
304,"Raiders of the Lost Ark",1981.0,"USA",115.0,"English","PG",242374454.0,18000000.0
305,"Reds",1981.0,"USA",195.0,"English","PG","",35000000.0
306,"Roar",1981.0,"USA",102.0,"English","PG",2000000.0,17000000.0
307,"Sphinx",1981.0,"USA",118.0,"English","PG",800000.0,14000000.0
308,"Stripes",1981.0,"USA",117.0,"English","R",85300000.0,10000000.0
309,"The Beyond",1981.0,"Italy",82.0,"Italian","X",126387.0,400000.0
310,"The Evil Dead",1981.0,"USA",96.0,"English","NC-17","",375000.0
311,"The Four Seasons",1981.0,"USA",107.0,"English","PG","",""
312,"The Howling",1981.0,"USA",91.0,"English","R",17986000.0,1000000.0
313,"The Legend of the Lone Ranger",1981.0,"USA",98.0,"English","PG",8000000.0,18000000.0
314,"The Postman Always Rings Twice",1981.0,"USA",122.0,"English","R","",12000000.0
315,"The Pursuit of D.B. Cooper",1981.0,"USA",100.0,"English","PG","",12000000.0
316,"Time Bandits",1981.0,"UK",103.0,"English","PG",42365600.0,5000000.0
317,"Under the Rainbow",1981.0,"USA",98.0,"English","PG",8500000.0,20000000.0
318,"Blade Runner",1982.0,"USA",117.0,"English","R",27000000.0,28000000.0
319,"Butterfly",1982.0,"USA",108.0,"English","R","",""
320,"Cat People",1982.0,"USA",93.0,"English","R","",18000000.0
321,"Cat People",1982.0,"USA",93.0,"English","R","",18000000.0
322,"Class of 1984",1982.0,"Canada",98.0,"English","R","",4300000.0
323,"Conan the Barbarian",1982.0,"USA",129.0,"English","R",37567440.0,20000000.0
324,"Conan the Barbarian",1982.0,"USA",129.0,"English","R",37567440.0,20000000.0
325,"Creepshow",1982.0,"USA",130.0,"English","R","",8000000.0
326,"Creepshow",1982.0,"USA",130.0,"English","R","",8000000.0
327,"Diner",1982.0,"USA",110.0,"English","R",14100000.0,5000000.0
328,"E.T. the Extra-Terrestrial",1982.0,"USA",120.0,"English","PG",434949459.0,10500000.0
329,"Fast Times at Ridgemont High",1982.0,"USA",90.0,"English","X","",4500000.0
330,"Firefox",1982.0,"USA",136.0,"English","PG",46700000.0,21000000.0
331,"First Blood",1982.0,"USA",93.0,"English","R","",14000000.0
332,"First Blood",1982.0,"USA",93.0,"English","R","",14000000.0
333,"Friday the 13th Part III",1982.0,"USA",91.0,"English","R",36200000.0,4000000.0
334,"Gandhi",1982.0,"UK",240.0,"English","PG","",22000000.0
335,"Halloween III: Season of the Witch",1982.0,"USA",98.0,"English","R",14400000.0,2500000.0
336,"Jekyll and Hyde... Together Again",1982.0,"USA",87.0,"English","R","",5000000.0
337,"Megaforce",1982.0,"USA",99.0,"English","PG",5333658.0,20000000.0
338,"Poltergeist",1982.0,"USA",120.0,"English","PG",76600000.0,10700000.0
339,"Poltergeist",1982.0,"USA",120.0,"English","PG",76600000.0,10700000.0
340,"Star Trek II: The Wrath of Khan",1982.0,"USA",116.0,"English","PG",78900000.0,11000000.0
341,"The Ballad of Gregorio Cortez",1982.0,"USA",105.0,"English","","",1250000.0
342,"The Beastmaster",1982.0,"USA",90.0,"English","PG","",8000000.0
343,"The Best Little Whorehouse in Texas",1982.0,"USA",114.0,"English","R",69700000.0,35000000.0
344,"The Man from Snowy River",1982.0,"Australia",102.0,"English","PG","",3500000.0
345,"The Thing",1982.0,"USA",109.0,"English","R",13782838.0,15000000.0
346,"The Verdict",1982.0,"USA",129.0,"English","R",54000000.0,16000000.0
347,"Tootsie",1982.0,"USA",116.0,"English","PG",177200000.0,22000000.0
348,"A Christmas Story",1983.0,"USA",94.0,"English","PG","",4000000.0
349,"Flashdance",1983.0,"USA",95.0,"English","R",94900000.0,4000000.0
350,"Gabriela",1983.0,"Brazil",99.0,"Portuguese","R","",""
351,"Krull",1983.0,"UK",116.0,"English","PG","",27000000.0
